LicenceNo,LicenceType,PremisesName,Licensee,Address1,Address2,Suburb,Postcode
32255481,On-Premises Licence,BEMBRIDGE GOLF COURSE,BEMBRIDGE GOLF COURSE PTY LTD,125 TYABB TOORADIN ROAD,,TYABB,3913
32057469,Packaged Liquor,DARRIWILL FARM IVANHOE,SHARON LOUISE BRUCE,125 UPPER HEIDELBERG ROAD,,IVANHOE,3079
36112180,Limited Licence,LAUNCHING PLACE UNITED CRICKET CLUB INC,LAUNCHING PLACE UNITED CRICKET CLUB INC,125 WICKHAM'S ROAD,,LAUNCHING PLACE,3139
32255075,Restaurant & Café,MANTIRRI BLUEBERRY WINERY,EDGAR PINES PTY LTD,1250 MAROONDAH HIGHWAY,,NARBETHONG,3778
32241254,On-Premises Licence,SWINBURNE UNIVERSITY OF TECHNOLOGY,SWINBURNE UNIVERSITY OF TECHNOLOGY,12-50 NORTON ROAD,,CROYDON,3136
36094120,Limited Licence,GEOART WINE SUPPLY,STUART JOHN SNOW,125-123 MCIVOR ROAD,,BENDIGO,3550
32243468,Restaurant & Café,FRIARS CAFE,SHANNON ARCH PTY LTD,125-127 FRYERS STREET,,SHEPPARTON,3630
31951432,General Licence,KOOKABURRA RESTAURANT,DAMELON PTY LTD,125-127 GRAMPIANS ROAD,,HALLS GAP,3381
32248133,Restaurant & Café,LA BIMBA,STEVEN EARL,125-127 GREAT OCEAN ROAD,,APOLLO BAY,3233
36084612,Limited Licence,BLUE HILLS RESIDENCES,BLUE HILLS RESIDENCES PTY LTD,125-135 BERWICK CRANBOURNE ROAD,,CRANBOURNE,3977
32281351,Restaurant & Café,SUKHUMVIT THAI RESTAURANT,BOON-AEK AOUMBOWTOUNG,1258 MALVERN ROAD,,MALVERN,3144
31274092,BYO Permit,A LOVELY LITTLE LUNCH,JULIET LILLIAN WEBB,125A NICHOLSON STREET,,ORBOST,3888
32020446,Packaged Liquor,AUR FOODSTORE SUPERMARKET,SWANSEN PTY LTD,126 ALEXANDER AVENUE,,THOMASTOWN,3074
31276507,BYO Permit,CHARISMA CAFE & KEBAB,GULDEN UZUNOGLU,126 BALCOMBE ROAD,,MENTONE,3194
31246324,BYO Permit,YARRAWONGA CHINESE RESTAURANT,THOMAS KWOK FAI CHAN,126 BELMORE STREET,,YARRAWONGA,3730
32252792,Late night (on-premises) Licence,ORANGE BISTRO FOOD AND WINE,STEPHEN JAMES BOYLE,126 CHAPEL STREET,,PRAHRAN,3181
32292467,On-Premises Licence,SAKURAYA,SAKURAYA PTY LTD,126 CHURCH STREET,,BRIGHTON,3186
36094772,Limited Licence,PADDY'S MEATS,HEALTHY SELECTION PTY LTD,126 COTHAM ROAD,,KEW,3101
36082288,Limited Licence,DIMATTINA COFFEE,DIMATTINA COFFEE PTY LTD,126 EDWARDES STREET,,RESERVOIR,3073
32002456,Packaged Liquor,FISHERS SUPERMARKETS,FISHERS STORES CONSOLIDATED PTY LTD,126 GOLD REEF MALL,,STAWELL,3380
36106757,Limited Licence,HEATHCOTE FOOTBALL & NETBALL CLUB,HEATHCOTE FOOTBALL & NETBALL CLUB INC,126 HIGH STREET,,HEATHCOTE,3523
36061729,Limited Licence,BALTI CAFE,RAJESH WAHI,126 LYGON STREET,,CARLTON,3053
32231568,Restaurant & Café,BALTI CAFE & RESTAURANT,RAJESH WAHI,126 LYGON STREET,,CARLTON,3053
31906411,Late night (general) Licence,GRAND HOTEL,B R K PTY LTD,126 MAIN STREET,,MORNINGTON,3931
32205119,On-Premises Licence,HASTINGS HARBOUR VIEW MOTOR INN & VICTORIANA RESTA,FUTURE 15 PTY LTD,126 MARINE PARADE,,HASTINGS,3915
31910999,General Licence,BARKING DOG WINE BAR,Q W HOLDINGS PTY LTD,126 PAKINGTON STREET,,GEELONG,3220
32247739,Restaurant & Café,STATION LOUNGE CAFE & BAR,NICELV NOMINEES PTY LTD,126 STATION STREET,,FAIRFIELD,3078
36060684,Limited Licence,TREACY CENTRE,CHRISTIAN BROTHERS VIC PROPERTY LTD,126 THE AVENUE,,PARKVILLE,3052
32286416,Restaurant & Café,MISS MARMALADE,MUDLARKS CAFE PTY LTD,126 UNION STREET,,BRUNSWICK,3056
36071570,Limited Licence,UNDRESSED GRAPES,THE P M EQUATION PTY LTD,126 WIMBLEDON AVENUE,,MOUNT ELIZA,3930
31904689,General Licence,DONALD HOTEL,RAYMOND MANUAL MONISH,126 WOODS STREET,,DONALD,3480
36073603,Limited Licence,BENDIGO V.R.I. BOWLING CLUB,BENDIGO V.R.I. BOWLING CLUB,126-128 MITCHELL STREET,,BENDIGO,3550
32239346,Restaurant & Café,SAMS BOAT SHED,ATLANTA SEA TRADER PTY LTD,126-128 NELSON PLACE,,WILLIAMSTOWN,3016
32003151,Packaged Liquor,HIGHGATE CELLARS,HIGHGATE CELLARS GLENHUNTLY PTY LTD,1263 GLENHUNTLY ROAD,,GLENHUNTLY,3163
32006400,Packaged Liquor,HEATHERTON RD LICENSED SUPERMARKET,SAMMAC (VIC) PTY LTD,1264 HEATHERTON ROAD,,NOBLE PARK,3174
32297213,Restaurant & Café,IL CAMINETTO BUNDOORA,FJTM PTY LTD,1268 PLENTY ROAD,,BUNDOORA,3083
32263183,Restaurant & Café,THE PURPLE ONION CAFE,FAC SERVICES PTY LTD,126A CANTERBURY ROAD,,HEATHMONT,3135
32256893,Restaurant & Café,PEPA'S CAFE,GIUSEPPE CALLIPARI,126A EIGHTH STREET,,MILDURA,3500
32237132,Restaurant & Café,CICCIOLINA,CICCIOLINA AUST. PTY LTD,"126A, 126B & 130 ACLAND STREET",,ST KILDA,3182
31952129,General Licence,WRIGHT ON BROADWAY,DUNOLLY GOLD PTY LTD,127 BROADWAY,,DUNOLLY,3472
31912763,Late night (general) Licence,OLD COLONIAL INN HOTEL,JOHNLINA PTY LTD,127 BRUNSWICK STREET,,FITZROY,3065
32292140,Restaurant & Café,BASILICO WINDSOR,G L CORPORATION GROUP PTY LTD,127 CHAPEL STREET,,WINDSOR,3181
32234859,Late night (on-premises) Licence,THE MARQUEE CLUB,BOLDKNIGHT PTY LTD,127 DORCAS STREET,,SOUTH MELBOURNE,3205
36082880,Limited Licence,ORGANIC CENTRAL,ORGANIC CENTRAL VICTORIA PTY LTD,127 JAMES STREET,,TEMPLESTOWE,3106
31952315,General Licence,WYTON CELLARS,MARGARITE ROSE HICKMAN,127 KEPLER STREET,,WARRNAMBOOL,3280
32290596,On-Premises Licence,CAFE 127,COOPDAN INVESTMENTS PTY LTD,127 MAIN STREET,,PAKENHAM,3810
36101228,Limited Licence,KITCHENER WINE CABINETS,KITCHENER WINE CABINETS PTY LTD,127 MCEWAN ROAD,,HEIDELBERG WEST,3081
32001298,Packaged Liquor,SEAFORD CELLARS,AUYAR PTY LTD,127 NEPEAN HIGHWAY,,SEAFORD,3198
32279922,On-Premises Licence,AXUM CAFE BAR,MESFIN HAILU,127 NICHOLSON STREET,,FOOTSCRAY,3011
36096813,Limited Licence,PRESENT A GIFT,PRESENT A GIFT PTY LTD,127 POWER AVENUE,,CHADSTONE,3148
36109593,Limited Licence,TOORADIN PIZZA RESTAURANT,BELSONT PTY LTD,127 SOUTH GIPPSLAND HIGHWAY,,TOORADIN,3980
32271754,On-Premises Licence,TOORADIN PIZZA RESTAURANT,BELSONT PTY LTD,127 SOUTH GIPPSLAND HIGHWAY,,TOORADIN,3980
32269804,Restaurant & Café,QUBE 127,UNION 3 PTY LTD,127 STATION STREET,,FAIRFIELD,3078
32279257,Late night (on-premises) Licence,MOJO BAR,CHRIS TIERNEY HOLDINGS PTY LTD,127 THOMPSON STREET,,HAMILTON,3300
32270211,On-Premises Licence,ASAKUSA JAPANESE RESTAURANT,MINYA ENTERPRISES PTY LTD,127 WAVERLEY ROAD,,MALVERN EAST,3145
32250952,Restaurant & Café,THE FISHING VILLAGE BAR & CAFE,ROSS BURNS,127-129 JUPITER BOULEVARD,,VENUS BAY,3956
32292857,Restaurant & Café,GURU'S INDIAN RESTAURANT,HARMINDER SINGH SARKARIA,1274 PLENTY RD,,BUNDOORA,3083
36078938,Limited Licence,SHEPPARTON FIELD & GAME,SHEPPARTON FIELD & GAME INC,1275 CRAWFORD ROAD,,DHURRINGILE,3610
36081452,Limited Licence,YARRAWOOD ESTATE,YARRAWOOD ESTATE PTY LTD,1275 MELBA HIGHWAY,,YARRA GLEN,3775
32273285,On-Premises Licence,YARRAWOOD ESTATE,YARRAWOOD ESTATE PTY LTD,1275 MELBA HIGHWAY,,YARRA GLEN,3775
36112326,Limited Licence,WAVERLEY COUNTRY CLUB RETIREMENT VILLAGE,BECTON ROWVILLE PTY LTD,1277 STUD ROAD,,ROWVILLE,3178
36077762,Limited Licence,ABC ART GALLERY & WORKSHOP,MILOS MANOJLOVIC,127B CAMPBELL STREET,,COLLINGWOOD,3066
36057275,Limited Licence,BORONIA ON ALBERT,ROY JOHN THEYERS,128 ALBERT AVENUE,,BORONIA,3155
36100272,Limited Licence,MT MOOLORT ESTATE,BRIAN JOHN HURSE,128 BALD HILL ROAD,,CARISBROOK,3464
31921623,Late night (general) Licence,BOURKE HILL'S WELCOME STRANGER,128 BOURKE ST PTY LTD,128 BOURKE STREET,,MELBOURNE,3000
31909273,General Licence,MT. SHADWELL HOTEL,CROW'S & FOXES PTY LTD,128 DUNLOP STREET,,MORTLAKE,3272
32101666,Full Club Licence,WILLIAMSTOWN SUB-BRANCH RSL CLUB,WILLIAMSTOWN RSL SUB-BRANCH INC.,128 FERGUSON STREET,,WILLIAMSTOWN,3016
36056627,Limited Licence,WILLIAMSTOWN RSL SUB-BRANCH,WILLIAMSTOWN RSL SUB-BRANCH INC.,128 FERGUSON STREET,,WILLIAMSTOWN,3016
31273630,BYO Permit,PHO HUNG VUONG SAIGON,CUONG PHAM,128 HOPKINS STREET,,FOOTSCRAY,3011
36111663,Limited Licence,NORTH EAST VALLEYS FOOD & WINE,NORTH EAST VALLEYS FOOD & WINE INC.,128 HOULTS LANE,,MOYHU,3732
32247551,Restaurant & Café,SUNDOWNER LODGE GUESTHOUSE & RESTAURANT,ALLCARE PROPERTY SERVICES PTY LTD,128 INLET VIEW ROAD,,VENUS BAY,3956
32294922,On-Premises Licence,CARNEGIE FIGJAM,HASZ PTY LTD,128 KOORNANG ROAD,,CARNEGIE,3163
32235253,Restaurant & Café,KAKE DI HATTI,ASHOK CHOUDHRY,128 LYGON STREET,,BRUNSWICK EAST,3057
32021117,Packaged Liquor,,HAI TRAN,128 MAIN ROAD,,MONBULK,3793
32251144,On-Premises Licence,SANDRIDGE MOTEL,GRAINGER MAYFIELD,128 MOUNTJOY PARADE,,LORNE,3232
36083292,Limited Licence,ILIANA CAFE RESTAURANT,MILANO CONSORTIUM PTY LTD,128 NICHOLSON STREET,,BRUNSWICK EAST,3057
32274142,Restaurant & Café,ILIANA CAFE RESTAURANT,MILANO CONSORTIUM PTY LTD,128 NICHOLSON STREET,,BRUNSWICK EAST,3057
31913824,General Licence,,JAMAER PTY LTD,128 NICHOLSON STREET,,FITZROY,3065
32003559,Packaged Liquor,WESTEND CELLARS,PHI VAN DANG,128 WEST STREET,,GLENROY,3046
32920167,Pre-retail Licence,CHESTNUT HILL WINERY,DRAGO JAVOR,1280 PAKENHAM ROAD,,MOUNT BURNETT,3781
31905295,Late night (general) Licence,THE TUDOR INN HOTEL,AUSTRALIAN LEISURE AND HOSPITALITY GROUP LIMITED,1281 NEPEAN HIGHWAY,,CHELTENHAM,3192
32295106,On-Premises Licence,SOUTHERN HEIGHTS ENTERTAINMENT CENTRE,ARTHUR KARVELIS,128-132 SPRINGVALE ROAD,,SPRINGVALE,3171
32122751,Full Club Licence,CLUB ITALIA-SPORTING CLUB,CLUB ITALIA-SPORTING CLUB INC,128-152 FURLONG ROAD,,SUNSHINE,3020
32420133,Vigneron's Licence,UNDERGROUND WINEMAKERS,UNDERGROUND WINEMAKERS PTY LTD,1282 NEPEAN HIGHWAY,,MOUNT ELIZA,3930
36102274,Limited Licence,MENZIES MALVERN,RESIDENTS OF 1286-1306 HIGH STREET MALVERN INC,1286-1306 HIGH STREET,,MALVERN,3144
32254338,Restaurant & Café,DEVEROLI'S DELI,ABBEY ROAD CAFE PTY LTD,129 ACLAND STREET,,ST KILDA,3182
32294011,On-Premises Licence,WINE@129,WINE@129 PTY LTD,129 AUBURN ROAD,,HAWTHORN,3122
31911929,General Licence,THE CENTRAL HOTEL,VINCENT GERARD BOURKE,129 BARKLY STREET,,ARARAT,3377
32230091,Restaurant & Café,BELUCCI'S,BILLY MURELLI,129 BEACONSFIELD PARADE,,ALBERT PARK,3206
32003672,Packaged Liquor,ROMANO DISCOUNT LIQUOR,TEJINDER SINGH KAHLON,129 CARINISH ROAD,,CLAYTON,3168
32291461,Restaurant & Café,SEA SALT,OLHEL PTY LTD,129 CHAPEL STREET,,WINDSOR,3181
32200965,Restaurant & Café,COONARA SPRINGS RESTAURANT,KIM GIPP,129 COONARA ROAD,,OLINDA,3788
32259312,Restaurant & Café,ALBERT PARK DELI,ARTHUR XYNAS,129 DUNDAS PLACE,,ALBERT PARK,3206
32255651,On-Premises Licence,ECHUCA FUZION CAFE BAR AND RESTAURANT,LISA PARKER,129 HARE STREET,,ECHUCA,3564
31952789,General Licence,HEATHCOTE WINE ONLINE,HEATHCOTE WINE ONLINE PTY LTD,129 HIGH ST,,HEATHCOTE,3523
32269650,On-Premises Licence,MR. ATTICUS FINCH,CONSTRUKTION PTY LTD,129 LYGON STREET,,BRUNSWICK EAST,3057
32236445,Restaurant & Café,MOOLTAN GUEST HOUSE,EDWIN JOHN BEACHAM,129 MAIN ROAD,,HEPBURN SPRINGS,3461
32228078,Restaurant & Café,MAJESTIC CHINESE RESTARAUNT,VAY THANH LUONG,129 MAIN STREET,,BACCHUS MARSH,3340
31270014,BYO Permit,GOURMET'S NO 1 CHINESE RESTAURANT,PAN JIN,129 MAIN STREET,,PAKENHAM,3810
31272503,BYO Permit,WILSON & WALSH,WILSON & WALSH PTY LTD,129 MALING ROAD,,CANTERBURY,3126
31850068,On-Premises Licence,TAJ AGRA INDIAN RESTAURANT,YOGENDER SINGH RAWAT,129 MAROONDAH HWY,,RINGWOOD,3134
32293170,Restaurant & Café,MR BURCH,PRYSE TESSIER PTY LTD,129 MCKINNON ROAD,,MCKINNON,3204
36105086,Limited Licence,THE TOWN HALL - KYNETON,MACEDON RANGES SHIRE COUNCIL,129 MOLLISON STREET,,KYNETON,3444
32254867,Restaurant & Café,MUSSELS WILLIAMSTOWN,IAN SMITH ENTERPRISES PTY LTD,129 NELSON PLACE,,WILLIAMSTOWN,3016
32227373,Restaurant & Café,CAFE COCO,BEST INVESTMENTS PTY LTD,129 SMITH STREET,,FITZROY,3065
36064751,Limited Licence,LAKE MARMAL VINEYARDS,LAKE MARMAL VINEYARDS PTY LTD,129 TERRAPPEE CEMETERY ROAD,,CHARLTON,3525
32271128,Restaurant & Café,CATANISI,CATANISI PTY LTD,129 TOORAK ROAD,,SOUTH YARRA,3141
36055469,Limited Licence,GOOD MORNING BILLY WINES,ROSS MCMILLAN ADIE,129 YURITTAS ROAD,,CAVEAT VIA SEYMOUR,3660
32255326,Restaurant & Café,CINNAMON CLUB INDIAN BRASSERIE,JOGA SINGH,1291-1293 NEPEAN HWY,,CHELTENHAM,3192
32266783,On-Premises Licence,BAYLEAF CAFE,MARIE ALLISON COCHRANE,129-131 GREAT OCEAN ROAD,,APOLLO BAY,3233
32280054,Late night (on-premises) Licence,PIZZA GRAFFITI BAR & BISTRO,PAUL BARTALOTTA,129-133 CAMPBELL STREET,,SWAN HILL,3585
32279061,Restaurant & Café,KATHMANDU KITCHEN,HEM KUMAR GHALE,1294 MALVERN ROAD,,MALVERN,3144
32251097,Restaurant & Café,VIET PALACE,PHUC DAT NGUYEN,129A STATION STREET,,FAIRFIELD,3078
36109022,Limited Licence,ALL AUSTRALIAN CATERING,EDDIE MUTO,12A GARDEN STREET,,SOUTH YARRA,3141
36111299,Limited Licence,DONNY GOODMAC WINES PTY LTD,DONNY GOODMAC WINES PTY LTD,12A HARKER STREET,,HEALESVILLE,3777
31269869,BYO Permit,PAPAYA POG POG THAI RESTAURANT,THONGSAVATH MANGALA,12B BALMORAL AVENUE,,SPRINGVALE,3171
32283565,Restaurant & Café,MOMMO'S PIZZA,ADEM DEMIRI,12C KENNEDY STREET,,KEILOR,3036
31274238,BYO Permit,HUONG TRAM RSTAURANT,HUONG THI TRAM NGUYEN,13 ALFRIEDA STREET,,ST ALBANS,3021
36105646,Limited Licence,SAGELEAF CATERING,MARK WILBY,13 ASQUITH STREET,,BOX HILL SOUTH,3128
32269341,On-Premises Licence,THE BANK GALLERY BAR & CAFE,BERNARD CHARLES MONDON,13 BALLARAT STREET,,YARRAVILLE,3013
36099235,Limited Licence,PEPPERMINT HILL WINES,RUSS JOHN EATON,13 BARKLY STREET,,BENALLA,3672
32061353,Packaged Liquor,BARLYN LIQUOR STORE,AA HOMES PTY LTD,13 BARLYN ROAD,,MOUNT WAVERLEY,3149
32001272,Packaged Liquor,VINTAGE CELLARS,LIQUORLAND (AUSTRALIA) PTY LTD,13 BAY ROAD,,SANDRINGHAM,3191
31951369,Late night (general) Licence,THE DEANERY,BLIGH PLACE PTY LTD,13 BLIGH PLACE,,MELBOURNE,3000
32282446,On-Premises Licence,CAFFE PANINI,C. SMITH PTY LTD,13 BONEO ROAD,,ROSEBUD,3939
31233389,BYO Permit,Z & U ASIAN DELIGHT,ZHENG PTY LTD,1-3 CHEVIOT RD,,CAMPBELLFIELD,3061
32271021,On-Premises Licence,HEALESVILLE GABLES,PEAK INVESTMENTS AUSTRALIA PTY LTD,1-3 CHUM CREEK ROAD,,HEALESVILLE,3777
32285892,On-Premises Licence,SPA COUNTRY CATERING,THE GRANDE BOUTIQUE HOTEL PTY LTD,1-3 CHURCH AVENUE,,HEPBURN SPRINGS,3461
32238536,Restaurant & Café,THE CHURCH ST PANTRY,PANTRY MANAGEMENT PTY LTD,1-3 CHURCH STREET,,BRIGHTON,3186
31268114,BYO Permit,JIM'S PLACE,JOHNS CARPET LAYING SERVICE PTY LTD,13 CLAREMONT AVENUE,,MALVERN,3144
31914074,General Licence,STEAM PACKET HOTEL,TMCG HOTELS PTY LTD,13 COLE STREET,,WILLIAMSTOWN,3016
32289341,Restaurant & Café,CAFE LA COLLINE,IFAJ INVESTMENTS PTY. LTD.,13 COMMERCIAL ROAD,,MELBOURNE,3004
32251550,Restaurant & Café,CHEZ MARIA,S.G.A. PTY LTD,13 EATON MALL,,OAKLEIGH,3166
31244283,BYO Permit,MAPLE LEAF RESTAURANT,TONY LIM,13 ELONERA ROAD,,NOBLE PARK,3174
32288573,On-Premises Licence,CAFE KRIFI,ALLUMBA INVESTMENTS PTY LTD,13 ERROL STREET,,NORTH MELBOURNE,3051
36059340,Limited Licence,BRIDUN BED & BREAKFAST,MAUREEN DANDY,1-3 GROVE ROAD,,LORNE,3232
32054631,Packaged Liquor,THE MALT & VINE,N.E.F.C PTY LTD,13 HALL STREET,,NEWPORT,3015
31260459,BYO Permit,,ANTONIO LY,13 HAMILTON STREET,,GISBORNE,3437
36062173,Limited Licence,THE LOFT IN THE MILL,OLINDA HIDEAWAY PTY LTD,1-3 HAROLD STREET,,OLINDA,3788
32262789,Restaurant & Café,GRACES PLACE,ALISTAIR MCEWAN,13 HIGH STREET,,YACKANDANDAH,3749
32051926,Packaged Liquor,BUONA SALUTE,CINTAM PTY LTD,13 HYAM PLACE,,CARLTON,3053
32005161,Packaged Liquor,KINGSTON CELLARS,ZINI MALIKOVSKI,13 KINGSTON ROAD,,HEATHERTON,3202
31911589,Late night (general) Licence,GIFT HOTEL,ANTHONY MOLAN,13 LOWER MAIN STREET,,STAWELL,3388
32270889,On-Premises Licence,TACO BILL MEXICAN RESTAURANT,A H CORPORATION PTY LTD,13 MAHONEYS ROAD,,FOREST HILL,3131
32278552,On-Premises Licence,BRASS RAZU,BRASS RAZU PTY LTD,13 MAIN STREET,,MORNINGTON,3931
33120354,General Licence,CEDAR LODGE MOTOR INN,ELLANTY PTY LTD,1-3 MARYVALE CRESCENT,,MORWELL,3840
36114695,Limited Licence,WINESTAR,WINESTAR PTY LTD,13 MCGREGORS DRIVE,,KEILOR PARK,3042
31901291,General Licence,BRIAN BORU HOTEL,GARY ALBERT WILSON,1-3 MCIVOR ROAD,,BENDIGO,3550
32244317,Restaurant & Café,HOLLYWOOD'S PIZZA CAFE,SIPERKO PTY LTD,1-3 MURPHY STREET,,WANGARATTA,3677
31275909,BYO Permit,ANDY'S YUM CHA HOUSE,KWOK WAN HUI,13 NAPIER STREET,,ESSENDON,3040
36069052,Limited Licence,MULCRA ESTATE WINES,MARK PAVILACH,13 NEWTON AVENUE,,IRYMPLE,3498
32206034,Restaurant & Café,COMFORT INN RIVERSLEIGH,ANGEL FALLS PTY LTD,1-3 NICHOLSON STREET &,25 RIVERINE STREET,BAIRNSDALE,3875
32105131,Full Club Licence,DROMANA-RED HILL SUB BRANCH OF VIC BRANCH RSL AUST,DROMANA-RED HILL RSL SUB-BRANCH INC.,1-3 NOEL STREET,,DROMANA,3936
36023488,Limited Licence,G M SOUND STUDIOS,G.M. SOUND STUDIOS PTY LTD.,13 ONSLOW AVENUE,,CAMPBELLFIELD,3061
36112651,Limited Licence,SPRINGHILL HOUSE ON PARDALOTE,DAVID GRANT,13 PARDALOTE CLOSE,,POINT LONSDALE,3225
32001515,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,13 PRATT STREET,,MOONEE PONDS,3039
32241597,On-Premises Licence,WYNDHAM INSPORTZ,DANELI SPORTS PTY LTD,13 RIVERSIDE AVENUE,,WERRIBEE,3030
32283078,On-Premises Licence,WYN CITY FUN FACTORY,JEDAT PTY LTD,13 RIVERSIDE AVENUE,,WERRIBEE,3030
31424859,Restricted Club Licence,ASHBURTON BOWLS CLUB,ASHBURTON BOWLS CLUB INC,1-3 SAMARINDA AVENUE,,ASHBURTON,3147
36107575,Limited Licence,ABERFELDIE BOWLS CLUB,ABERFELDIE BOWLS CLUB INC,13 SCOTT STREET,,ESSENDON,3040
32240436,Restaurant & Café,NEILSONS,LEWBEC PTY LTD,13 SEYMOUR STREET,,TRARALGON,3844
32289278,Restaurant & Café,INDIAN TANDOORI RESTAURANT (WODONGA),MANRAJ SINGH,13 STANLEY STREET,,WODONGA,3690
32254566,Restaurant & Café,AUTOSTRADA CAFE & WINE BAR,AUTOSTRADA CAFE & WINE BAR PTY LTD,13 STATION ROAD,,CHELTENHAM,3192
32122248,Full Club Licence,THE HELLENIC ORTHODOX COMMUNITY OF GEELONG,THE HELLENIC ORTHODOX COMMUNITY OF GEELONG,1-3 TALISKA AVENUE,,BELL PARK,3215
33100257,General Licence,CHIFLEY GEELONG,CONSTELLATION HOTELS PTY LTD,13 THE ESPLANADE,,GEELONG,3220
32269163,Restaurant & Café,NOVA VISTA,DESLO INVESTMENTS PTY LTD,13 THE LINK,,MILL PARK,3082
32023135,Packaged Liquor,IGA FRIENDLY GROCER,TRISHAL PTY LTD,13 THE MALL,,CROYDON SOUTH,3136
32260907,On-Premises Licence,EUPHORIA GALLERY CAFE,REM CAFE PTY LTD,13 THOMPSON AVENUE,,COWES,3922
32251445,Restaurant & Café,CELSIUS CAFE/RESTAURANT & BAR,CELESTE NORRIS,1-3 THOMPSON STREET,,FRANKSTON,3199
36072275,Limited Licence,FRANCE-SOIR WINE SELECTIONS,JEAN PAUL'S WINE SELECTION PTY LTD,13 TOORAK ROAD,,SOUTH YARRA,3141
31911694,General Licence,RAILWAY HOTEL,DAVID JOHN MCHATTAN,13 TORMEYS ROAD,,WYCHITELLA,3522
36097665,Limited Licence,LEONGATHA LYRIC THEATRE,LEONGATHA LYRIC THEATRE INC,13 WATSONS ROAD,,LEONGATHA,3953
32275863,On-Premises Licence,RED'S TAVERN,MARY LOUISE JONES,1-3 WILLS STREET,,WANGARATTA,3677
36063666,Limited Licence,HIDDEN TREASURE AT PIRATES BAY,ANNE ANGLISS,13/15 KNOX ROAD,,BLAIRGOWRIE,3942
36112059,Limited Licence,BUCKLEYS BEER,YARRA FLATS BREWERY PTY LTD,1-3/4 ARDILL STREET,,HEALESVILLE,3777
32258594,On-Premises Licence,"""BELLA"" WOODFIRED PIZZA RESTAURANT",BELLA TROJAN PTY LTD,13/7 FULHAM ROAD,,ROWVILLE,3179
31900392,Late night (general) Licence,ARARAT HOTEL,JOHN CHARLES WILLIAMS,130 BARKLY STREET,,ARARAT,3377
36111079,Limited Licence,KINGS AUSTRALIA,KINGS FUNERAL SERVICES PTY LTD,130 BELLARINE HIGHWAY,,NEWCOMB,3219
31913345,General Licence,SEA LAKE HOTEL,CHASPRO PTY LTD,130 BEST STREET,,SEA LAKE,3533
32275075,Restaurant & Café,AJISEN,AJISEN MELBOURNE PTY LTD,130 BOURKE STREET,,MELBOURNE,3000
31200255,BYO Permit,BRIGHTON CHINA,KI WING LEUNG,130 CHURCH STREET,,BRIGHTON,3186
32267030,On-Premises Licence,INGLEWOOD ESTATE,CHISELLHURST PTY LTD,130 ELTHAM-YARRA GLEN ROAD,,KANGAROO GROUND,3097
32450984,Vigneron's Licence,INGLEWOOD ESTATE,CHISELLHURST PTY LTD,130 ELTHAM-YARRA GLEN ROAD,,KANGAROO GROUND,3097
32001955,Packaged Liquor,IAN MARKS LIQUOR STORES,LIQUOR DISCOUNTERS (WOODEND) PTY LTD,130 HIGH STREET,,WOODEND,3442
31907598,General Licence,KANGAROO FLAT HOTEL,MAYAL PTY LTD,130 HIGH STREET,,KANGAROO FLAT,3555
32103325,Full Club Licence,PORTARLINGTON GOLF CLUB,PORTARLINGTON GOLF CLUB INC,130 HOOD ROAD,,PORTARLINGTON,3223
32236592,Restaurant & Café,BALZARI,MAY5 PTY LTD,130 LYGON STREET,,CARLTON,3053
32279087,Restaurant & Café,SMALL BLOCK,ROSEBLOCK PTY LTD,130 LYGON STREET,,BRUNSWICK EAST,3057
32101535,Full Club Licence,MILDURA R S L MEMORIAL CLUB,MILDURA R S L SUB-BRANCH INC,130 MADDEN AVENUE,,MILDURA,3500
36070079,Limited Licence,THE GOURMET CHEF,INDELIBLE HOLDINGS PTY LTD,130 MADDEN AVENUE,,MILDURA,3500
36110691,Limited Licence,PATTERSON VILLAGE SERVICES ASSOCIATION,PATTERSON VILLAGE SERVICES ASSOCIATION INC,130 MCLEOD ROAD,,PATTERSON LAKES,3197
36065901,Limited Licence,LUSATIA PARK VINEYARD,SHELMERDINE VINEYARDS PTY LTD,130 OWENS ROAD,,WOORI YALLOCK,3139
31914359,General Licence,TARA'S HALL HOTEL,DEKM PTY LTD,130 PAKENHAM STREET,,ECHUCA,3564
32004929,Packaged Liquor,ASPENDALE CELLARS,RUMOL PTY LTD,130 STATION STREET,,ASPENDALE,3195
31270226,BYO Permit,EFEM TAKEAWAY CAFE,TOLGA ATILAN,130 SYDNEY ROAD,,COBURG,3058
36082034,Limited Licence,YARRA VALLEY PROVENDER,JENNIFER SEABROOK,130 THONEMANS ROAD,,HODDLES CREEK,3139
32451752,Vigneron's Licence,LIGHTNING RIDGE WINES,LIGHTNING RIDGE WINES PTY LTD,130 WHITESIDE ROAD,,OFFICER,3809
32263468,On-Premises Licence,MERRIMU RECEPTIONS,BATZIAKAS ENTERPRISES PTY LTD,1300 DANDENONG ROAD,,CARNEGIE,3163
31240784,BYO Permit,MINI DRAGON,TRUNG HOA NGO,1300 HIGH STREET RD,,WANTIRNA SOUTH,3152
32292881,On-Premises Licence,THE CHICKEN & SEAFOOD KING,MARLIN ZANDER PTY LTD,1301 STURT STREET,,BALLARAT,3350
36056033,Limited Licence,FRESH @ ELWOOD,PATRICIA WILSON,130-132 ORMOND ROAD,,ELWOOD,3184
